timestamp,report_id,report_type,description,location,urgency,issue_category,status,verified,upvotes,priority_score
2025-05-13 04:29:29.763430,RPT_195864,complaint,Request for pollution improvement in Indore,Indore,high,pollution,pending,False,49,0.46139155752510697
2025-05-13 06:17:45.502748,RPT_539609,appreciation,Emergency situation regarding housing in Jaipur,Jaipur,low,housing,pending,True,22,0.5292702286959555
2025-05-04 00:58:21.685624,RPT_162729,information,Emergency situation regarding public transport in Chennai,Chennai,medium,public transport,in_progress,False,4,0.8590620687178331
2025-04-30 05:16:07.607079,RPT_547161,suggestion,Urgent education issue reported in Vadodara,Vadodara,low,education,pending,False,27,0.5186946425145845
2025-05-14 20:49:39.593051,RPT_419491,emergency,Request for traffic congestion improvement in Kanpur,Kanpur,medium,traffic congestion,resolved,True,26,0.22503911877558602
2025-05-16 16:45:24.672734,RPT_288152,complaint,Urgent corruption issue reported in Pimpri-Chinchwad,Pimpri-Chinchwad,high,corruption,in_progress,True,75,0.47741867165770147
2025-05-26 03:49:14.237766,RPT_718882,information,Community feedback on education in Pune,Pune,high,education,resolved,False,64,0.4929558613952345
2025-05-05 18:58:33.651041,RPT_932427,appreciation,Request for water shortage improvement in Nashik,Nashik,medium,water shortage,pending,True,19,0.27445646919582145
2025-05-12 16:23:09.419096,RPT_657277,complaint,Emergency situation regarding street lighting in Hyderabad,Hyderabad,medium,street lighting,resolved,False,50,0.8695826254105562
2025-05-22 07:42:02.142680,RPT_859153,information,Community feedback on public transport in Bangalore,Bangalore,high,public transport,pending,True,87,0.12503688256599443
2025-05-10 04:50:15.210962,RPT_928312,information,Community feedback on monsoon flooding in Nagpur,Nagpur,medium,monsoon flooding,resolved,False,5,0.42583001159830736
2025-05-13 16:22:12.515476,RPT_151930,information,Emergency situation regarding corruption in Nagpur,Nagpur,low,corruption,closed,False,15,0.12885401280223008
2025-05-23 16:00:12.086838,RPT_682625,complaint,Community feedback on public transport in Patna,Patna,low,public transport,pending,True,44,0.7337035948630752
2025-05-05 03:38:50.251991,RPT_938955,suggestion,Emergency situation regarding road repair in Ghaziabad,Ghaziabad,medium,road repair,pending,True,90,0.7471726955971143
2025-05-07 01:53:46.358972,RPT_771241,complaint,Community feedback on street lighting in Bangalore,Bangalore,high,street lighting,in_progress,True,4,0.5026356276507308
2025-05-12 22:55:41.380191,RPT_980684,complaint,Emergency situation regarding education in Chennai,Chennai,critical,education,in_progress,False,25,0.9093498090288233
2025-05-19 20:03:40.476231,RPT_754267,complaint,Emergency situation regarding healthcare in Ludhiana,Ludhiana,high,healthcare,pending,True,87,0.7512978343417013
2025-05-12 02:39:45.576063,RPT_383195,appreciation,Emergency situation regarding road repair in Thane,Thane,medium,road repair,resolved,False,91,0.5567608335646327
2025-05-19 23:12:39.040341,RPT_942971,suggestion,Urgent pollution issue reported in Thane,Thane,medium,pollution,pending,False,8,0.4556078862344105
2025-05-23 21:09:21.772416,RPT_469872,appreciation,Request for monsoon flooding improvement in Nagpur,Nagpur,critical,monsoon flooding,pending,True,74,0.36685518000894424
2025-05-20 10:55:51.002167,RPT_740920,appreciation,Urgent water shortage issue reported in Lucknow,Lucknow,low,water shortage,in_progress,True,72,0.5058643617869786
2025-05-28 04:11:13.518842,RPT_577542,complaint,Request for road repair improvement in Thane,Thane,critical,road repair,closed,False,20,0.4730053614497941
2025-05-12 05:48:40.597952,RPT_915036,information,Emergency situation regarding education in Kolkata,Kolkata,critical,education,pending,True,5,0.872534846783259
2025-05-12 05:34:12.512831,RPT_841950,information,Emergency situation regarding street lighting in Lucknow,Lucknow,low,street lighting,resolved,False,4,0.8446869390877252
2025-05-17 11:47:18.515235,RPT_961981,complaint,Request for healthcare improvement in Surat,Surat,low,healthcare,resolved,False,1,0.07217466692683006
2025-05-25 13:17:57.937819,RPT_675487,appreciation,Request for housing improvement in Bangalore,Bangalore,low,housing,in_progress,False,0,0.9744754665785241
2025-05-13 02:43:01.859720,RPT_242159,complaint,Request for public transport improvement in Lucknow,Lucknow,high,public transport,in_progress,False,65,0.8667662109331784
2025-05-26 03:42:56.091056,RPT_452106,emergency,Request for education improvement in Pimpri-Chinchwad,Pimpri-Chinchwad,high,education,in_progress,True,33,0.09165437563412804
2025-05-07 06:23:38.495866,RPT_113126,suggestion,Emergency situation regarding monsoon flooding in Ludhiana,Ludhiana,medium,monsoon flooding,in_progress,True,52,0.36708719554705105
2025-05-18 17:34:28.114313,RPT_106390,complaint,Urgent power outage issue reported in Kanpur,Kanpur,low,power outage,closed,True,16,0.0025560088298686168
2025-05-18 18:35:58.700430,RPT_890531,emergency,Urgent public transport issue reported in Surat,Surat,low,public transport,in_progress,True,61,0.06219976727586585
2025-05-11 02:07:15.466636,RPT_465891,suggestion,Request for power outage improvement in Pimpri-Chinchwad,Pimpri-Chinchwad,medium,power outage,in_progress,True,56,0.7343841339265776
2025-05-19 14:10:37.215243,RPT_260901,appreciation,Community feedback on education in Ahmedabad,Ahmedabad,critical,education,closed,True,89,0.24736421965206712
2025-05-06 16:54:47.456995,RPT_264964,suggestion,Urgent corruption issue reported in Kolkata,Kolkata,critical,corruption,pending,True,24,0.4608565222868074
2025-05-01 03:15:33.439592,RPT_120330,appreciation,Request for road repair improvement in Thane,Thane,critical,road repair,pending,False,57,0.8134775921566606
2025-05-07 05:24:38.056893,RPT_491054,suggestion,Community feedback on pollution in Patna,Patna,critical,pollution,pending,True,75,0.5453745014208097
2025-05-11 06:17:44.810609,RPT_788325,information,Request for healthcare improvement in Hyderabad,Hyderabad,critical,healthcare,pending,False,29,0.8491423762657857
2025-05-24 22:45:39.116335,RPT_359649,complaint,Request for garbage collection improvement in Kanpur,Kanpur,high,garbage collection,pending,True,4,0.01748267042584195
2025-05-22 13:49:25.064123,RPT_431905,suggestion,Request for housing improvement in Ahmedabad,Ahmedabad,critical,housing,in_progress,True,59,0.5685620218823466
2025-05-23 06:54:46.575685,RPT_139603,emergency,Community feedback on power outage in Kolkata,Kolkata,medium,power outage,resolved,True,45,0.035526029845844964
2025-05-30 00:26:59.027148,RPT_265108,emergency,Community feedback on public transport in Pimpri-Chinchwad,Pimpri-Chinchwad,low,public transport,in_progress,False,19,0.37483614064199444
2025-05-07 14:56:37.292426,RPT_317660,suggestion,Request for monsoon flooding improvement in Nagpur,Nagpur,low,monsoon flooding,closed,True,55,0.9310860164686435
2025-05-05 13:38:23.723915,RPT_531687,suggestion,Urgent education issue reported in Patna,Patna,low,education,closed,True,1,0.665293241218201
2025-05-19 17:32:30.011200,RPT_869247,information,Urgent corruption issue reported in Surat,Surat,critical,corruption,in_progress,True,7,0.8312357257651725
2025-05-19 01:55:13.166248,RPT_538011,complaint,Community feedback on water shortage in Bangalore,Bangalore,medium,water shortage,resolved,True,73,0.9228124150627371
2025-05-25 00:32:27.011929,RPT_216617,appreciation,Emergency situation regarding education in Indore,Indore,critical,education,resolved,True,11,0.22265348845416755
2025-05-11 19:57:48.693516,RPT_105286,suggestion,Community feedback on garbage collection in Ahmedabad,Ahmedabad,low,garbage collection,resolved,False,27,0.46188174882975075
2025-05-02 22:16:08.041265,RPT_955151,complaint,Community feedback on garbage collection in Ahmedabad,Ahmedabad,high,garbage collection,pending,False,83,0.5004526145835886
2025-05-25 20:15:38.736404,RPT_826338,suggestion,Community feedback on public transport in Ahmedabad,Ahmedabad,high,public transport,pending,True,17,0.4835641936170284
2025-05-06 23:01:56.636921,RPT_500817,information,Emergency situation regarding traffic congestion in Delhi,Delhi,high,traffic congestion,pending,False,7,0.3524799020837249
2025-04-30 10:13:52.289628,RPT_976167,suggestion,Community feedback on pollution in Vadodara,Vadodara,high,pollution,pending,False,51,0.8905051914767387
2025-05-06 10:50:28.407142,RPT_938941,suggestion,Request for road repair improvement in Vadodara,Vadodara,low,road repair,in_progress,False,32,0.76041289559463
2025-04-30 20:29:17.426566,RPT_587006,emergency,Community feedback on pollution in Ghaziabad,Ghaziabad,critical,pollution,pending,True,25,0.4615365257154094
2025-05-14 21:18:17.130899,RPT_186658,appreciation,Emergency situation regarding corruption in Ludhiana,Ludhiana,medium,corruption,in_progress,False,26,0.798165998377291
2025-05-16 22:45:32.786551,RPT_758501,emergency,Community feedback on healthcare in Agra,Agra,low,healthcare,pending,True,68,0.3899318742837844
2025-05-07 18:59:08.928299,RPT_802742,appreciation,Community feedback on monsoon flooding in Patna,Patna,low,monsoon flooding,in_progress,True,69,0.9270345703842725
2025-05-02 21:15:05.211021,RPT_559654,appreciation,Emergency situation regarding power outage in Indore,Indore,medium,power outage,resolved,True,57,0.16482205886168888
2025-05-12 15:38:04.044799,RPT_564694,suggestion,Urgent garbage collection issue reported in Agra,Agra,low,garbage collection,closed,True,68,0.776626880446759
2025-05-04 00:52:02.303721,RPT_144412,suggestion,Community feedback on education in Indore,Indore,medium,education,closed,True,41,0.4834549406847136
2025-05-17 09:21:05.270591,RPT_724361,appreciation,Request for pollution improvement in Delhi,Delhi,high,pollution,pending,True,54,0.02935193675863723
2025-05-26 11:26:49.226573,RPT_319806,information,Request for power outage improvement in Ahmedabad,Ahmedabad,low,power outage,pending,True,50,0.07219030422164152
2025-05-08 16:21:43.615210,RPT_319988,suggestion,Urgent garbage collection issue reported in Patna,Patna,critical,garbage collection,in_progress,True,41,0.8918695805313931
2025-05-10 10:14:19.874600,RPT_530390,emergency,Request for monsoon flooding improvement in Ghaziabad,Ghaziabad,high,monsoon flooding,closed,True,83,0.599091881156518
2025-05-20 12:09:00.033166,RPT_719676,suggestion,Community feedback on road repair in Surat,Surat,low,road repair,closed,True,72,0.2692964954115772
2025-05-20 12:18:06.927778,RPT_258702,emergency,Community feedback on public transport in Bangalore,Bangalore,critical,public transport,in_progress,True,61,0.6145306432277116
2025-05-09 21:29:09.003129,RPT_419645,information,Urgent monsoon flooding issue reported in Nashik,Nashik,high,monsoon flooding,closed,False,26,0.14423527609019937
2025-05-17 09:47:23.660966,RPT_854587,information,Urgent monsoon flooding issue reported in Pimpri-Chinchwad,Pimpri-Chinchwad,medium,monsoon flooding,resolved,True,36,0.811116806982243
2025-05-29 18:14:39.165321,RPT_719439,appreciation,Urgent public transport issue reported in Surat,Surat,medium,public transport,resolved,False,9,0.709005386831691
2025-05-17 14:54:43.756233,RPT_751924,appreciation,Emergency situation regarding street lighting in Indore,Indore,low,street lighting,closed,False,49,0.6577601380520894
2025-05-02 04:35:23.808175,RPT_661590,information,Urgent corruption issue reported in Lucknow,Lucknow,medium,corruption,closed,False,18,0.17033838100217935
2025-05-12 11:29:00.470476,RPT_760262,information,Emergency situation regarding education in Kanpur,Kanpur,critical,education,pending,True,99,0.8161758071466554
2025-05-20 21:46:02.231535,RPT_509672,complaint,Emergency situation regarding traffic congestion in Nagpur,Nagpur,medium,traffic congestion,resolved,True,75,0.36992871097546776
2025-05-19 21:48:48.731706,RPT_732506,emergency,Urgent garbage collection issue reported in Nagpur,Nagpur,medium,garbage collection,pending,True,14,0.67689829708728
2025-05-09 06:19:33.837862,RPT_518340,complaint,Community feedback on corruption in Pune,Pune,critical,corruption,resolved,True,39,0.4453070564676683
2025-05-19 15:22:01.903367,RPT_237762,suggestion,Request for corruption improvement in Kanpur,Kanpur,low,corruption,in_progress,True,26,0.49101616046328866
2025-05-23 08:34:33.728863,RPT_499943,emergency,Urgent garbage collection issue reported in Vadodara,Vadodara,critical,garbage collection,pending,False,68,0.7314884516086446
2025-05-27 12:37:32.087938,RPT_371939,complaint,Emergency situation regarding road repair in Indore,Indore,medium,road repair,pending,False,93,0.3964575429291882
2025-05-17 16:14:19.770352,RPT_519344,emergency,Request for garbage collection improvement in Mumbai,Mumbai,low,garbage collection,closed,False,96,0.14657146002473076
2025-05-09 21:16:37.987053,RPT_726077,information,Emergency situation regarding education in Surat,Surat,medium,education,in_progress,True,77,0.8990509800525757
2025-05-18 19:08:02.704384,RPT_571687,complaint,Request for public transport improvement in Visakhapatnam,Visakhapatnam,medium,public transport,pending,False,93,0.700311602770957
2025-05-11 05:14:02.822467,RPT_337139,emergency,Urgent water shortage issue reported in Kanpur,Kanpur,medium,water shortage,resolved,True,25,0.8555067311355532
2025-05-27 21:31:08.767656,RPT_636901,suggestion,Request for street lighting improvement in Vadodara,Vadodara,critical,street lighting,resolved,True,75,0.517684966318704
2025-05-11 10:59:58.320652,RPT_146606,complaint,Emergency situation regarding pollution in Pune,Pune,medium,pollution,resolved,True,14,0.8435774379051567
2025-05-29 01:49:55.045382,RPT_950327,complaint,Urgent water shortage issue reported in Lucknow,Lucknow,low,water shortage,closed,False,0,0.38341946763698476
2025-05-02 16:02:32.131501,RPT_129706,information,Emergency situation regarding pollution in Thane,Thane,critical,pollution,resolved,True,84,0.10310259543207778
2025-05-01 02:56:09.619829,RPT_611179,emergency,Request for street lighting improvement in Jaipur,Jaipur,high,street lighting,in_progress,True,87,0.5136888303151211
2025-05-22 15:15:41.378280,RPT_740325,suggestion,Emergency situation regarding garbage collection in Vadodara,Vadodara,critical,garbage collection,closed,False,77,0.33818698575125494
2025-05-16 21:44:45.000200,RPT_643241,complaint,Community feedback on pollution in Delhi,Delhi,critical,pollution,resolved,False,24,0.6134057061623331
2025-05-17 13:55:45.836399,RPT_744317,information,Request for garbage collection improvement in Ghaziabad,Ghaziabad,critical,garbage collection,closed,True,72,0.7012451966040831
2025-05-25 18:36:01.454484,RPT_154764,information,Emergency situation regarding pollution in Vadodara,Vadodara,low,pollution,pending,False,46,0.8552224176106981
2025-05-11 00:41:55.779317,RPT_165607,emergency,Request for public transport improvement in Ghaziabad,Ghaziabad,medium,public transport,closed,True,5,0.6421613007763132
2025-05-04 09:50:40.902168,RPT_705454,information,Urgent street lighting issue reported in Mumbai,Mumbai,low,street lighting,resolved,True,46,0.5255796372396526
2025-05-25 08:47:59.406271,RPT_254960,appreciation,Community feedback on power outage in Pune,Pune,high,power outage,pending,True,90,0.6913555033621434
2025-05-23 02:33:00.665462,RPT_998367,information,Urgent water shortage issue reported in Visakhapatnam,Visakhapatnam,critical,water shortage,pending,False,96,0.38869054139406434
2025-05-03 23:07:31.083465,RPT_294241,information,Emergency situation regarding water shortage in Jaipur,Jaipur,medium,water shortage,in_progress,False,28,0.6201100814522053
2025-05-01 15:51:36.883822,RPT_359931,information,Request for housing improvement in Hyderabad,Hyderabad,medium,housing,resolved,False,62,0.17928575525549129
2025-05-17 00:18:24.125895,RPT_723864,information,Emergency situation regarding corruption in Thane,Thane,critical,corruption,pending,True,76,0.5700518399377604
2025-05-22 02:53:47.597809,RPT_661713,information,Urgent garbage collection issue reported in Thane,Thane,medium,garbage collection,in_progress,False,96,0.9942035074804151
2025-05-21 13:04:19.420603,RPT_953739,information,Emergency situation regarding traffic congestion in Delhi,Delhi,high,traffic congestion,in_progress,False,82,0.44512814357780783
2025-05-14 15:08:37.752428,RPT_536766,emergency,Community feedback on corruption in Ahmedabad,Ahmedabad,high,corruption,in_progress,True,27,0.28534521528421597
2025-05-28 09:45:41.193467,RPT_506518,information,Community feedback on healthcare in Vadodara,Vadodara,low,healthcare,in_progress,False,40,0.37660621345771494
2025-05-13 00:55:06.028563,RPT_178797,information,Emergency situation regarding corruption in Hyderabad,Hyderabad,critical,corruption,pending,True,85,0.10600724402087036
2025-05-21 18:35:14.846279,RPT_763423,complaint,Community feedback on garbage collection in Delhi,Delhi,high,garbage collection,pending,True,27,0.6026012590054777
2025-05-06 09:26:44.898983,RPT_237085,appreciation,Request for pollution improvement in Bangalore,Bangalore,low,pollution,in_progress,True,79,0.24952489976988235
2025-05-27 05:05:23.480160,RPT_484697,appreciation,Urgent water shortage issue reported in Patna,Patna,medium,water shortage,in_progress,True,83,0.07417104344965608
2025-05-10 13:42:35.940748,RPT_763594,emergency,Request for water shortage improvement in Surat,Surat,high,water shortage,resolved,True,70,0.7070399186544873
2025-05-25 22:44:43.959284,RPT_983467,emergency,Request for road repair improvement in Vadodara,Vadodara,high,road repair,pending,False,90,0.2243644538188927
2025-05-16 08:15:15.224001,RPT_276876,emergency,Urgent power outage issue reported in Ghaziabad,Ghaziabad,low,power outage,closed,False,42,0.04193880896480717
2025-05-24 21:52:22.492825,RPT_342991,complaint,Emergency situation regarding street lighting in Chennai,Chennai,medium,street lighting,resolved,True,56,0.04052198836084242
2025-05-02 02:09:43.828072,RPT_517722,suggestion,Emergency situation regarding garbage collection in Ludhiana,Ludhiana,high,garbage collection,in_progress,True,59,0.600874252663489
2025-05-28 07:37:45.834107,RPT_811070,complaint,Community feedback on road repair in Delhi,Delhi,low,road repair,in_progress,True,24,0.9639514206972756
2025-05-13 03:41:29.398467,RPT_856527,emergency,Urgent corruption issue reported in Patna,Patna,high,corruption,resolved,False,99,0.46186745214119995
2025-05-16 16:10:59.127462,RPT_375622,suggestion,Request for corruption improvement in Hyderabad,Hyderabad,low,corruption,closed,False,23,0.44339148403770345
2025-05-15 18:46:18.890572,RPT_321843,suggestion,Urgent street lighting issue reported in Delhi,Delhi,high,street lighting,resolved,True,46,0.4856367491348077
2025-05-26 13:36:19.877410,RPT_335604,appreciation,Request for healthcare improvement in Surat,Surat,critical,healthcare,pending,True,87,0.414013039219271
2025-05-15 09:36:31.960831,RPT_909258,information,Request for housing improvement in Indore,Indore,critical,housing,resolved,True,31,0.1873966873229027
2025-05-27 08:17:22.608170,RPT_817237,emergency,Community feedback on monsoon flooding in Lucknow,Lucknow,medium,monsoon flooding,closed,False,75,0.9213940693660161
2025-05-14 18:04:31.805234,RPT_403911,information,Community feedback on road repair in Ghaziabad,Ghaziabad,critical,road repair,in_progress,True,87,0.9236769797515724
2025-05-04 18:49:56.165619,RPT_924904,emergency,Emergency situation regarding public transport in Nagpur,Nagpur,low,public transport,pending,False,49,0.47825159766353875
2025-05-28 15:49:01.622054,RPT_863251,suggestion,Urgent road repair issue reported in Jaipur,Jaipur,medium,road repair,in_progress,False,97,0.3789885825105912
2025-05-29 18:13:44.378007,RPT_703407,appreciation,Emergency situation regarding education in Thane,Thane,high,education,in_progress,False,97,0.01737580055244481
2025-05-20 12:05:40.911716,RPT_709451,emergency,Emergency situation regarding healthcare in Ludhiana,Ludhiana,low,healthcare,closed,True,41,0.0359762261613108
2025-05-08 07:26:15.647873,RPT_111817,suggestion,Community feedback on public transport in Patna,Patna,critical,public transport,closed,True,41,0.4172062368860884
2025-05-05 16:02:11.450336,RPT_489177,suggestion,Emergency situation regarding pollution in Nashik,Nashik,critical,pollution,pending,True,5,0.27840906596173454
2025-05-15 12:06:44.245033,RPT_202366,emergency,Community feedback on housing in Kolkata,Kolkata,high,housing,pending,False,69,0.3797607826515791
2025-05-10 04:36:21.750699,RPT_806459,information,Community feedback on monsoon flooding in Visakhapatnam,Visakhapatnam,medium,monsoon flooding,pending,True,9,0.7278788707108738
2025-05-01 21:21:02.487567,RPT_675210,suggestion,Urgent pollution issue reported in Ludhiana,Ludhiana,high,pollution,pending,True,88,0.3335574404857714
2025-05-01 12:25:56.050632,RPT_736556,suggestion,Request for road repair improvement in Delhi,Delhi,high,road repair,closed,True,58,0.8010614150112051
2025-05-23 14:17:49.837923,RPT_768392,information,Urgent traffic congestion issue reported in Hyderabad,Hyderabad,high,traffic congestion,closed,True,99,0.8649051220251576
2025-05-28 06:38:13.795164,RPT_811806,suggestion,Community feedback on healthcare in Hyderabad,Hyderabad,low,healthcare,closed,True,7,0.4453271148286636
2025-05-07 19:39:43.396636,RPT_130995,information,Request for road repair improvement in Ahmedabad,Ahmedabad,critical,road repair,resolved,True,44,0.4170585255456428
2025-05-27 04:27:36.578922,RPT_243132,emergency,Community feedback on traffic congestion in Vadodara,Vadodara,critical,traffic congestion,resolved,False,55,0.9574032446792848
2025-05-04 16:42:32.979829,RPT_341712,complaint,Request for power outage improvement in Ahmedabad,Ahmedabad,critical,power outage,in_progress,True,0,0.9956370977688982
2025-05-06 13:34:00.691478,RPT_525621,suggestion,Community feedback on monsoon flooding in Ludhiana,Ludhiana,critical,monsoon flooding,resolved,False,26,0.8388471118363682
2025-05-24 18:56:56.238958,RPT_733660,emergency,Request for public transport improvement in Pimpri-Chinchwad,Pimpri-Chinchwad,medium,public transport,in_progress,False,48,0.0903648604117292
2025-05-18 03:57:06.972355,RPT_195036,emergency,Emergency situation regarding corruption in Surat,Surat,critical,corruption,in_progress,True,11,0.4474343508763472
2025-05-08 22:54:41.712823,RPT_398620,emergency,Request for monsoon flooding improvement in Kolkata,Kolkata,high,monsoon flooding,in_progress,False,86,0.652491980942346
2025-05-19 20:22:07.916937,RPT_393202,suggestion,Community feedback on healthcare in Ahmedabad,Ahmedabad,medium,healthcare,closed,True,85,0.19109588150617085
2025-05-04 04:16:11.979803,RPT_611488,appreciation,Request for corruption improvement in Vadodara,Vadodara,critical,corruption,in_progress,True,78,0.19606490253525588
2025-05-03 13:10:59.674249,RPT_895748,emergency,Request for road repair improvement in Indore,Indore,low,road repair,pending,False,74,0.07922386464840292
2025-05-18 16:25:43.141804,RPT_960252,suggestion,Urgent power outage issue reported in Indore,Indore,medium,power outage,in_progress,True,88,0.27894084843136113
2025-05-15 00:50:47.337137,RPT_818178,suggestion,Community feedback on monsoon flooding in Kanpur,Kanpur,high,monsoon flooding,in_progress,False,30,0.19403798581558818
2025-05-26 21:23:03.642690,RPT_200325,suggestion,Community feedback on monsoon flooding in Patna,Patna,medium,monsoon flooding,closed,False,97,0.08773387358969553
2025-05-05 22:06:00.993089,RPT_371971,appreciation,Urgent education issue reported in Pune,Pune,medium,education,pending,True,27,0.4562987124494906
2025-05-02 14:01:43.484599,RPT_295086,appreciation,Community feedback on corruption in Ahmedabad,Ahmedabad,medium,corruption,pending,False,57,0.3391222991757338
2025-05-28 06:09:19.061817,RPT_703231,appreciation,Community feedback on garbage collection in Delhi,Delhi,medium,garbage collection,pending,True,90,0.050731618335845274
2025-05-17 00:55:06.198450,RPT_232155,appreciation,Emergency situation regarding pollution in Vadodara,Vadodara,high,pollution,pending,False,25,0.3916129658559979
2025-05-01 01:38:20.114434,RPT_719469,information,Community feedback on education in Nagpur,Nagpur,critical,education,pending,True,57,0.4129886218571617
2025-05-29 10:07:37.191528,RPT_197991,appreciation,Emergency situation regarding garbage collection in Pimpri-Chinchwad,Pimpri-Chinchwad,high,garbage collection,in_progress,True,51,0.40129994222995957
2025-05-16 10:38:16.557628,RPT_661842,information,Emergency situation regarding education in Kanpur,Kanpur,medium,education,in_progress,True,4,0.3343559565987948
2025-04-30 08:20:24.181262,RPT_136733,information,Community feedback on road repair in Ludhiana,Ludhiana,medium,road repair,closed,True,95,0.8771864518227506
2025-05-17 20:58:20.559932,RPT_273044,emergency,Emergency situation regarding road repair in Ghaziabad,Ghaziabad,critical,road repair,closed,True,76,0.8707619101926546
2025-05-09 12:08:40.963855,RPT_446814,emergency,Community feedback on road repair in Chennai,Chennai,medium,road repair,in_progress,False,30,0.45944074704099713
2025-05-05 15:22:06.209123,RPT_410716,appreciation,Request for corruption improvement in Lucknow,Lucknow,high,corruption,closed,False,38,0.8848678513819611
2025-05-11 05:12:31.763356,RPT_405983,emergency,Request for healthcare improvement in Vadodara,Vadodara,high,healthcare,resolved,False,70,0.33322699584749305
2025-05-29 08:39:37.870727,RPT_625095,information,Emergency situation regarding public transport in Agra,Agra,medium,public transport,pending,False,52,0.7594360892923927
2025-05-23 05:27:15.876162,RPT_821733,suggestion,Emergency situation regarding housing in Nashik,Nashik,critical,housing,closed,True,77,0.5126081475921567
2025-05-19 14:55:34.584947,RPT_838314,appreciation,Urgent road repair issue reported in Agra,Agra,critical,road repair,closed,True,77,0.0629380923922036
2025-05-18 23:05:03.139094,RPT_191548,suggestion,Request for pollution improvement in Vadodara,Vadodara,low,pollution,in_progress,True,64,0.6847792885859977
2025-05-13 07:09:11.852174,RPT_687528,suggestion,Request for education improvement in Surat,Surat,high,education,closed,True,83,0.6022400911770298
2025-05-24 01:55:15.783696,RPT_412482,appreciation,Urgent water shortage issue reported in Thane,Thane,high,water shortage,pending,True,92,0.5742781061694539
2025-05-04 01:05:06.695525,RPT_701171,complaint,Request for housing improvement in Mumbai,Mumbai,critical,housing,in_progress,False,97,0.8212739806744932
2025-05-12 16:26:32.120666,RPT_339793,complaint,Urgent housing issue reported in Jaipur,Jaipur,critical,housing,pending,True,85,0.4151450642505885
2025-05-27 12:00:58.896695,RPT_205357,suggestion,Community feedback on pollution in Visakhapatnam,Visakhapatnam,critical,pollution,resolved,True,12,0.04894275440981233
2025-05-28 04:36:09.621978,RPT_739502,appreciation,Request for corruption improvement in Lucknow,Lucknow,critical,corruption,in_progress,False,45,0.17187999633281437
2025-05-05 13:29:13.110473,RPT_966924,information,Request for road repair improvement in Nagpur,Nagpur,high,road repair,resolved,False,16,0.6481313691268059
2025-05-20 20:49:05.208360,RPT_683083,information,Community feedback on water shortage in Hyderabad,Hyderabad,critical,water shortage,pending,False,24,0.05184742323158642
2025-05-21 06:19:10.181304,RPT_300097,complaint,Community feedback on pollution in Nagpur,Nagpur,low,pollution,pending,True,80,0.6285857201628957
2025-05-10 00:17:51.148824,RPT_769967,information,Community feedback on garbage collection in Bhopal,Bhopal,critical,garbage collection,pending,True,45,0.09083820002271914
2025-05-22 02:40:02.353544,RPT_654917,suggestion,Urgent garbage collection issue reported in Mumbai,Mumbai,medium,garbage collection,in_progress,True,36,0.7546077022400367
2025-05-11 12:39:53.686960,RPT_410256,appreciation,Request for corruption improvement in Pimpri-Chinchwad,Pimpri-Chinchwad,high,corruption,resolved,True,63,0.05833861875178559
2025-05-29 20:53:52.004441,RPT_128468,complaint,Urgent monsoon flooding issue reported in Jaipur,Jaipur,low,monsoon flooding,in_progress,False,31,0.872483700456313
2025-05-11 20:10:30.640437,RPT_755939,appreciation,Urgent water shortage issue reported in Ahmedabad,Ahmedabad,medium,water shortage,in_progress,True,50,0.35823404618456445
2025-05-11 04:16:59.543844,RPT_217350,emergency,Emergency situation regarding street lighting in Kolkata,Kolkata,high,street lighting,closed,False,35,0.13859146246136522
2025-05-07 10:16:32.737415,RPT_489849,emergency,Community feedback on housing in Pimpri-Chinchwad,Pimpri-Chinchwad,critical,housing,in_progress,False,10,0.8673018238369935
2025-05-05 11:47:04.761086,RPT_724178,suggestion,Emergency situation regarding power outage in Jaipur,Jaipur,critical,power outage,in_progress,False,49,0.7457972714876699
2025-05-26 08:43:56.524162,RPT_698313,suggestion,Emergency situation regarding traffic congestion in Thane,Thane,critical,traffic congestion,closed,True,35,0.47283402993232293
2025-05-10 10:17:42.569747,RPT_495793,information,Community feedback on water shortage in Hyderabad,Hyderabad,high,water shortage,resolved,True,57,0.5534762838284595
2025-05-06 04:10:22.166023,RPT_984252,suggestion,Community feedback on traffic congestion in Mumbai,Mumbai,critical,traffic congestion,pending,True,73,0.44309205001214
2025-05-03 19:08:45.270127,RPT_606901,information,Request for power outage improvement in Pimpri-Chinchwad,Pimpri-Chinchwad,low,power outage,pending,True,77,0.9504981610807037
2025-05-06 10:12:42.315146,RPT_410551,suggestion,Request for garbage collection improvement in Delhi,Delhi,low,garbage collection,pending,True,76,0.4053174749543733
2025-05-29 18:20:23.456273,RPT_194818,complaint,Urgent road repair issue reported in Nagpur,Nagpur,medium,road repair,in_progress,True,10,0.1820171550331835
2025-05-20 10:17:53.773136,RPT_185490,suggestion,Emergency situation regarding water shortage in Agra,Agra,critical,water shortage,pending,False,88,0.2579301346252072
2025-05-17 17:59:28.601119,RPT_205676,complaint,Urgent garbage collection issue reported in Mumbai,Mumbai,high,garbage collection,in_progress,True,97,0.7189854694120746
2025-05-23 10:07:53.826145,RPT_169480,suggestion,Community feedback on water shortage in Patna,Patna,critical,water shortage,resolved,False,95,0.4033508705675033
2025-05-14 15:08:08.747015,RPT_287235,suggestion,Request for monsoon flooding improvement in Ghaziabad,Ghaziabad,high,monsoon flooding,in_progress,True,56,0.1265849015753564
